Preferred Label,Aggregate Label,status,reason,evidence,group_id,in_country_preferred,declared_waves,source_rows,country_crosswalk_targets,delivered_waves
Other Oils,Other Oils,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 330; 1987-88/Label_12A: Refined oil (groundnut oil, coconut oil, etc.); 1987-88/Code_12B: 330.0; 1987-88/Label_12B: Refined oil (groundnut oil, coconut oil, etc.); 1988-89/Code_12A: 330; 1988-89/Label_12A: Refined oil (groundnut oil, coconut oil, etc.); 1988-89/Code_12B: 330.0; 1988-89/Label_12B: Regined oil (groundnut oil, coconut oil, etc.); 1991-92/Code_9b: 34.0; 1991-92/Label_9b: Other Vegetable oil & fats; 1998-99/Code_9b: 34.0; 1998-99/Label_9b: Other Vegetable oil & fats; 2005-06/Code_9b: 64.0; 2005-06/Label_9b: other vegetable oils including animal fats; 2005-06/Code_8h: 33.0; 2005-06/Label_8h: other oil; 2012-13/Code_9b: 64.0; 2012-13/Label_9b: other vegetable oils including animal fats; 2012-13/Code_8h: 33.0; 2012-13/Label_8h: other oil; 2016-17/Code_9b: 428.0; 2016-17/Label_9b: Other oils; 2016-17/Code_8h: 33.0; 2016-17/Label_8h: 33. Other Oil",Other Oils,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Other Poultry,Other Poultry,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99,1987-88/Code_12A: 322; 1987-88/Label_12A: Other domestical poultry; 1987-88/Code_12B: 322.0; 1987-88/Label_12B: Other domestical poultry; 1988-89/Code_12A: 322; 1988-89/Label_12A: Other domestical poultry; 1988-89/Code_12B: 322.0; 1988-89/Label_12B: Other domestical poultry; 1991-92/Code_9b: 63.0; 1991-92/Label_9b: Other poultry; 1991-92/Code_8h: 61.0; 1991-92/Label_8h: Other Dom. Poultry; 1998-99/Code_9b: 63.0; 1998-99/Label_9b: Other poultry; 1998-99/Code_8h: 61.0; 1998-99/Label_8h: Other Dom. Poultry,Other Poultry,1987-88; 1988-89; 1991-92; 1998-99
Other Prepared Meals,Other Prepared Meals,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 359, 360; 1987-88/Label_12A: Other foods eaten away from the household, Other prepared foods; 1988-89/Code_12A: 359, 360; 1988-89/Label_12A: Other foods eaten away from the household, Other prepared foods; 1991-92/Code_9b: 92.0; 1991-92/Label_9b: Other Prepared Meals; 1998-99/Code_9b: 92.0; 1998-99/Label_9b: Other Prepared Meals; 2005-06/Code_9b: 257.0, 265.0; 2005-06/Label_9b: other meals, other prepared meals; 2012-13/Code_9b: 257.0, 265.0; 2012-13/Label_9b: other meals, other prepared meals; 2016-17/Code_9b: 911.0, 921.0; 2016-17/Label_9b: Other prepared meals",Other Prepared Meals,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Other Pulses,Other Pulses,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 349; 1987-88/Label_12A: Bean and peas; 1987-88/Code_12B: 349.0; 1987-88/Label_12B: Bean and peas; 1988-89/Code_12A: 349; 1988-89/Label_12A: Bean and peas; 1988-89/Code_12B: 349.0; 1988-89/Label_12B: Bean and peas; 1991-92/Code_9b: 22.0; 1991-92/Label_9b: Other Pulses; 1991-92/Code_8h: 24.0; 1991-92/Label_8h: Other Pulses or Legumes; 1998-99/Code_9b: 22.0; 1998-99/Label_9b: Other Pulses; 1998-99/Code_8h: 24.0; 1998-99/Label_8h: Other Pulses or Legumes; 2005-06/Code_9b: 119.0; 2005-06/Label_9b: other pulses and nuts; 2005-06/Code_8h: 24.0, 27.0; 2005-06/Label_8h: other legumes/pulses, other nuts/seeds; 2012-13/Code_9b: 119.0; 2012-13/Label_9b: other pulses and nuts; 2012-13/Code_8h: 24.0; 2012-13/Label_8h: other legumes/pulses; 2016-17/Code_8h: 24.0; 2016-17/Label_8h: 24. Other legumes/pulses",Other Pulses,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Other Spices,Other Spices,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 529.0; 2016-17/Label_9b: Other spices,Other Spices,2016-17
Other Spirits,Other Spirits,singleton,No merge proposed at this stage.,,,True,2005-06; 2012-13; 2016-17,2005-06/Code_9b: 146.0; 2005-06/Label_9b: other spirits; 2012-13/Code_9b: 146.0; 2012-13/Label_9b: other spirits; 2016-17/Code_9b: 623.0; 2016-17/Label_9b: Other spirits,Other Spirits,2005-06; 2012-13; 2016-17
Other Starchy Products,Other Starchy Products,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99,1991-92/Code_9b: 17.0; 1991-92/Label_9b: Other starchy products; 1998-99/Code_9b: 17.0; 1998-99/Label_9b: Other starchy products,Other Starchy Products,1991-92; 1998-99
Other Tobacco,Other Tobacco,nonfood_singleton,Excluded from food support profiles.,Delivered item label.,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1991-92/Code_9b: 107.0; 1991-92/Label_9b: Other Tobacco Products; 1998-99/Code_9b: 107.0; 1998-99/Label_9b: Other Tobacco Products; 2005-06/Code_9b: 165.0; 2005-06/Label_9b: other tobacco products; 2012-13/Code_9b: 164.0; 2012-13/Label_9b: tobacco (processed); 2016-17/Code_9b: 647.0; 2016-17/Label_9b: Other tobacco products,Other Tobacco,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Other Tubers,Other Tubers,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1991-92/Code_9b: 13.0; 1991-92/Label_9b: Other starchy roots and tubers; 1991-92/Code_8h: 17.0; 1991-92/Label_8h: Other roots & tubers; 1998-99/Code_9b: 13.0; 1998-99/Label_9b: Other starchy roots and tubers; 1998-99/Code_8h: 17.0; 1998-99/Label_8h: Other roots & tubers; 2005-06/Code_9b: 111.0; 2005-06/Label_9b: other starchy staples; 2005-06/Code_8h: 17.0; 2005-06/Label_8h: other roots of tubers; 2012-13/Code_9b: 111.0; 2012-13/Label_9b: other starchy staples; 2012-13/Code_8h: 17.0; 2012-13/Label_8h: other roots of tubers; 2016-17/Code_9b: 498.0; 2016-17/Label_9b: Other Tubers; 2016-17/Code_8h: 17.0; 2016-17/Label_8h: 17. Other roots of tubers,Other Tubers,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Other Vegetables,Other Vegetables,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 350; 1987-88/Label_12A: Other non-leafy vegatables; 1987-88/Code_12B: 350.0; 1987-88/Label_12B: Other non-leafy vegatables; 1988-89/Code_12A: 350; 1988-89/Label_12A: Other non-leafy vegatables; 1988-89/Code_12B: 350.0; 1988-89/Label_12B: Other non-leafy vegatables; 1991-92/Code_9b: 49.0; 1991-92/Label_9b: Other Vegetable (not can); 1991-92/Code_8h: 48.0; 1991-92/Label_8h: Other vegetables; 1998-99/Code_8h: 48.0; 1998-99/Label_8h: Other vegetables; 2005-06/Code_9b: 88.0; 2005-06/Label_9b: other vegetables; 2005-06/Code_8h: 59.0; 2005-06/Label_8h: other vegetables; 2012-13/Code_9b: 88.0; 2012-13/Label_9b: other vegetables; 2012-13/Code_8h: 59.0; 2012-13/Label_8h: other vegetables; 2016-17/Code_9b: 464.0; 2016-17/Label_9b: Other vegetables; 2016-17/Code_8h: 62.0; 2016-17/Label_8h: 62. Other vegetables,Other Vegetables,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Palm Nut,Palm Nut,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 315; 1987-88/Label_12A: Oil palm nuts; 1987-88/Code_12B: 315.0; 1987-88/Label_12B: Oil palm nuts; 1988-89/Code_12A: 315; 1988-89/Label_12A: Oil palm nuts; 1988-89/Code_12B: 315.0; 1988-89/Label_12B: Oil palm nuts; 1991-92/Code_9b: 25.0; 1991-92/Label_9b: Palm nut; 1991-92/Code_8h: 25.0; 1991-92/Label_8h: Palm nuts; 1998-99/Code_9b: 25.0; 1998-99/Label_9b: Palm nut; 1998-99/Code_8h: 25.0; 1998-99/Label_8h: Palm nuts; 2005-06/Code_9b: 117.0; 2005-06/Label_9b: palm nuts; 2005-06/Code_8h: 25.0; 2005-06/Label_8h: palm nuts; 2012-13/Code_9b: 117.0; 2012-13/Label_9b: palm nuts; 2012-13/Code_8h: 25.0; 2012-13/Label_8h: palm nuts; 2016-17/Code_9b: 486.0; 2016-17/Label_9b: Palm nut (fruits); 2016-17/Code_8h: 25.0; 2016-17/Label_8h: 25. Palm nuts,Palm Nut,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pawpaw,Pawpaw,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 334; 1987-88/Label_12A: Pawpaws; 1987-88/Code_12B: 334.0; 1987-88/Label_12B: Pawpaws; 1988-89/Code_12A: 334; 1988-89/Label_12A: Pawpaws; 1988-89/Code_12B: 334.0; 1988-89/Label_12B: Pawpaws; 1991-92/Code_8h: 34.0; 1991-92/Label_8h: Pawpaw; 1998-99/Code_8h: 34.0; 1998-99/Label_8h: Pawpaw; 2005-06/Code_8h: 44.0; 2005-06/Label_8h: pawpaw; 2012-13/Code_8h: 44.0; 2012-13/Label_8h: pawpaw; 2016-17/Code_9b: 445.0; 2016-17/Label_9b: Pawpaw; 2016-17/Code_8h: 44.0; 2016-17/Label_8h: 44. Pawpaw,Pawpaw,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pepper,Pepper,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13,1991-92/Code_9b: 47.0; 1991-92/Label_9b: Pepper (Green); 1991-92/Code_8h: 45.0; 1991-92/Label_8h: Pepper; 1998-99/Code_8h: 45.0; 1998-99/Label_8h: Pepper; 2005-06/Code_9b: 84.0; 2005-06/Label_9b: pepper (fresh or dried); 2005-06/Code_8h: 55.0; 2005-06/Label_8h: pepper; 2012-13/Code_9b: 84.0; 2012-13/Label_9b: pepper (fresh or dried); 2012-13/Code_8h: 55.0; 2012-13/Label_8h: pepper,Pepper,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pepper (dried),Pepper (dried),singleton,No merge proposed at this stage.,,,True,,,,1991-92; 1998-99; 2016-17
Pepper (powder),Pepper (powder),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 460.0; 2016-17/Label_9b: Powder Pepper,Pepper (powder),2016-17
Pineapple,Pineapple,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 337; 1987-88/Label_12A: Pineapples; 1987-88/Code_12B: 337.0; 1987-88/Label_12B: Pineapples; 1988-89/Code_12A: 337; 1988-89/Label_12A: Pineapples; 1988-89/Code_12B: 337.0; 1988-89/Label_12B: Pineapples; 1991-92/Code_9b: 39.0; 1991-92/Label_9b: Pineapple; 1991-92/Code_8h: 36.0; 1991-92/Label_8h: Pineapples; 1998-99/Code_9b: 39.0; 1998-99/Label_9b: Pineapple; 1998-99/Code_8h: 36.0; 1998-99/Label_8h: Pineapples; 2005-06/Code_9b: 71.0; 2005-06/Label_9b: pineapple; 2005-06/Code_8h: 46.0; 2005-06/Label_8h: pineapples; 2012-13/Code_9b: 71.0; 2012-13/Label_9b: pineapple; 2012-13/Code_8h: 46.0; 2012-13/Label_8h: pineapples; 2016-17/Code_9b: 436.0; 2016-17/Label_9b: Pineapple; 2016-17/Code_8h: 46.0; 2016-17/Label_8h: 46. Pineapples,Pineapple,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pito,Beer/Pito,draft_merge,#935 gave Pito (sorghum beer) its own label (@ligon: keep distinct from beer); it was Beer in 91/98/16 and Wine in 05/12. The candidate tests whether the Aggregate axis should re-join them.,slurm_logs/ghanalss_aggregate_labels/LANDED.org: Pito given its own PL,beer_pito,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1991-92/Code_9b: 101.0; 1991-92/Label_9b: Pito; 1998-99/Code_9b: 101.0; 1998-99/Label_9b: Pito; 2005-06/Code_9b: 151.0; 2005-06/Label_9b: pito/brukutu,etc; 2012-13/Code_9b: 151.0; 2012-13/Label_9b: pito/brukutu,etc; 2016-17/Code_9b: 638.0; 2016-17/Label_9b: Traditional beer (Pito)",Pito,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pizza,Pizza,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 907.0; 2016-17/Label_9b: Pizza,Pizza,2016-17
Plantain,Plantain,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 312; 1987-88/Label_12A: Plantain; 1987-88/Code_12B: 312.0; 1987-88/Label_12B: Plantain; 1988-89/Code_12A: 312; 1988-89/Label_12A: Plantain; 1988-89/Code_12B: 312.0; 1988-89/Label_12B: Plantain; 1991-92/Code_9b: 11.0; 1991-92/Label_9b: Plantain; 1991-92/Code_8h: 15.0; 1991-92/Label_8h: Plantain; 1998-99/Code_9b: 11.0; 1998-99/Label_9b: Plantain; 1998-99/Code_8h: 15.0; 1998-99/Label_8h: Plantain; 2005-06/Code_9b: 109.0; 2005-06/Label_9b: plantain; 2005-06/Code_8h: 15.0; 2005-06/Label_8h: plantain; 2012-13/Code_9b: 109.0; 2012-13/Label_9b: plantain; 2012-13/Code_8h: 15.0; 2012-13/Label_8h: plantain; 2016-17/Code_9b: 491.0; 2016-17/Label_9b: Plantain; 2016-17/Code_8h: 15.0; 2016-17/Label_8h: 15. Plantain,Plantain,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pork,Pork,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 325; 1987-88/Label_12A: Pork; 1987-88/Code_12B: 325.0; 1987-88/Label_12B: Pork; 1988-89/Code_12A: 325; 1988-89/Label_12A: Pork; 1988-89/Code_12B: 325.0; 1988-89/Label_12B: Pork; 1991-92/Code_9b: 57.0; 1991-92/Label_9b: Pork; 1991-92/Code_8h: 65.0; 1991-92/Label_8h: Pork; 1998-99/Code_8h: 65.0; 1998-99/Label_8h: Pork; 2005-06/Code_9b: 19.0; 2005-06/Label_9b: pork; 2005-06/Code_8h: 65.0; 2005-06/Label_8h: pork; 2012-13/Code_9b: 19.0; 2012-13/Label_9b: pork; 2012-13/Code_8h: 65.0; 2012-13/Label_8h: pork; 2016-17/Code_9b: 105.0, 110.0; 2016-17/Label_9b: Other pork meat, pork meat; 2016-17/Code_8h: 69.0; 2016-17/Label_8h: 69. Pork",Pork,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Pork (feet),Pork (feet),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 109.0; 2016-17/Label_9b: Pork feet,Pork (feet),2016-17
Pork (fillet),Pork (fillet),singleton,No merge proposed at this stage.,,,True,2016-17,"2016-17/Code_9b: 108.0; 2016-17/Label_9b: pork , fillet",Pork (fillet),2016-17
Pork (rib),Pork (rib),singleton,No merge proposed at this stage.,,,True,2016-17,"2016-17/Code_9b: 106.0; 2016-17/Label_9b: pork, ribs",Pork (rib),2016-17
Pork (shoulder),Pork (shoulder),singleton,No merge proposed at this stage.,,,True,2016-17,"2016-17/Code_9b: 107.0; 2016-17/Label_9b: pork, shoulder",Pork (shoulder),2016-17
Potato,Potato,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 497.0; 2016-17/Label_9b: Potatoes,Potato,2016-17
Rice,Rice,draft_merge,"Unprepared rice, distinguished by origin from 2005-06 on; GLSS1-4 ask only ""Rice"". #935 split the country Preferred Label so the fine axis keeps origin; whether the Aggregate axis re-joins it is this gate.","slurm_logs/ghanalss_aggregate_labels/TABLE_AUDIT.org: Issue 1, Rice; PR #937 validation.org: retained as singletons on appreciably different point loadings",rice_unprepared,True,1987-88; 1988-89; 1991-92; 1998-99,"1987-88/Code_12A: 301; 1987-88/Label_12A: Rice; 1987-88/Code_12B: 301.0; 1987-88/Label_12B: Rice; 1988-89/Code_12A: 301; 1988-89/Label_12A: Rice; 1988-89/Code_12B: 301.0; 1988-89/Label_12B: Rice; 1991-92/Code_9b: 4.0; 1991-92/Label_9b: Rice; 1991-92/Code_8h: 1.0; 1991-92/Label_8h: Rice (paddy, grain); 1998-99/Code_9b: 4.0; 1998-99/Label_9b: Rice; 1998-99/Code_8h: 1.0; 1998-99/Label_8h: Rice (paddy, grain)",Rice,1987-88; 1988-89; 1991-92; 1998-99
Rice (imported),Rice,draft_merge,"Unprepared rice, distinguished by origin from 2005-06 on; GLSS1-4 ask only ""Rice"". #935 split the country Preferred Label so the fine axis keeps origin; whether the Aggregate axis re-joins it is this gate.","slurm_logs/ghanalss_aggregate_labels/TABLE_AUDIT.org: Issue 1, Rice; PR #937 validation.org: retained as singletons on appreciably different point loadings",rice_unprepared,True,2005-06; 2012-13; 2016-17,"2005-06/Code_9b: 5.0; 2005-06/Label_9b: rice-imported; 2012-13/Code_9b: 5.0; 2012-13/Label_9b: rice-imported; 2016-17/Code_9b: 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0; 2016-17/Label_9b: Basmati Rice, Bella, Cindy, Gino Rice, Heaven, Jasmine Rice, Lele Rice, Mama's Pride, Other imported rice, Red Eagle, Royal Aroma, Royal Feast, Sultana, Uncle Ben's Rice (imported)",Rice (imported),2005-06; 2012-13; 2016-17
Rice (local),Rice,draft_merge,"Unprepared rice, distinguished by origin from 2005-06 on; GLSS1-4 ask only ""Rice"". #935 split the country Preferred Label so the fine axis keeps origin; whether the Aggregate axis re-joins it is this gate.","slurm_logs/ghanalss_aggregate_labels/TABLE_AUDIT.org: Issue 1, Rice; PR #937 validation.org: retained as singletons on appreciably different point loadings",rice_unprepared,True,2005-06; 2012-13; 2016-17,"2005-06/Code_9b: 4.0; 2005-06/Label_9b: rice-local; 2005-06/Code_8h: 1.0; 2005-06/Label_8h: rice (paddy,grain); 2012-13/Code_9b: 4.0; 2012-13/Label_9b: rice-local; 2012-13/Code_8h: 1.0; 2012-13/Label_8h: rice (paddy,grain); 2016-17/Code_9b: 1.0, 2.0, 3.0, 4.0, 5.0, 6.0; 2016-17/Label_9b: Afife, Dada Ba, Gold Star, Mandela, Oman Ba, Other; 2016-17/Code_8h: 1.0; 2016-17/Label_8h: 1. Rice (Paddy,grain)",Rice (local),2005-06; 2012-13; 2016-17
Salmon (smoked),Salmon (smoked),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 156.0; 2016-17/Label_9b: Salmon (smoked),Salmon (smoked),2016-17
Salt,Salt,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 340; 1987-88/Label_12A: Salt; 1988-89/Code_12A: 340; 1988-89/Label_12A: Salt; 1991-92/Code_9b: 80.0; 1991-92/Label_9b: Salt; 1998-99/Code_9b: 80.0; 1998-99/Label_9b: Salt; 2005-06/Code_9b: 101.0; 2005-06/Label_9b: salt; 2012-13/Code_9b: 101.0; 2012-13/Label_9b: salt; 2016-17/Code_9b: 545.0, 546.0, 547.0; 2016-17/Label_9b: Anapuna iodated salt, Other salt, U2 iodated salt",Salt,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Sausage (beef),Sausage (beef),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 139.0; 2016-17/Label_9b: Beef sausage,Sausage (beef),2016-17
Sausage (chicken),Sausage (chicken),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 141.0; 2016-17/Label_9b: Chicken sausage,Sausage (chicken),2016-17
Sausage (pork),Sausage (pork),singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 140.0; 2016-17/Label_9b: Pork sausage,Sausage (pork),2016-17
Schnapps,Spirits (gin/whisky/schnapps),draft_merge,"Named spirits; Akpeteshie, Bitters and Other Spirits stay separate.",PR #937 additional_candidates.yml: named_spirits (unchanged by #935),named_spirits,True,2005-06; 2012-13; 2016-17,2005-06/Code_9b: 143.0; 2005-06/Label_9b: schnapps; 2012-13/Code_9b: 143.0; 2012-13/Label_9b: schnapps; 2016-17/Code_9b: 622.0; 2016-17/Label_9b: Schnapps,Schnapps,2005-06; 2012-13; 2016-17
Shallot,Shallot,singleton,No merge proposed at this stage.,,,True,2016-17,2016-17/Code_9b: 462.0; 2016-17/Label_9b: Shallots,Shallot,2016-17
Shea Butter,Oil (palm)/Shea Butter,draft_merge,"GLSS1/2 code 329 is ""Palm oil and shea butter""; from GLSS3 Shea Butter is its own (large, northern) item. #935 notes north/south consumption differs sharply, which is what the gate tests.",slurm_logs/ghanalss_aggregate_labels/LANDED.org: Still open item 6,palm_shea,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1991-92/Code_9b: 32.0; 1991-92/Label_9b: Shea butter; 1998-99/Code_9b: 32.0; 1998-99/Label_9b: Shea butter; 1998-99/Code_8h: 28.0; 1998-99/Label_8h: Sheabutter; 2005-06/Code_9b: 62.0; 2005-06/Label_9b: shea butter; 2005-06/Code_8h: 32.0; 2005-06/Label_8h: shea butter; 2012-13/Code_9b: 62.0; 2012-13/Label_9b: shea butter; 2012-13/Code_8h: 32.0; 2012-13/Label_8h: shea butter; 2016-17/Code_9b: 426.0; 2016-17/Label_9b: Shea butter; 2016-17/Code_8h: 32.0; 2016-17/Label_8h: 32. Shea butter,Shea Butter,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Shrimp,Crab and shrimp,draft_merge,Named 2016-17 crustaceans; the historical broad Crustacean label stays separate.,PR #937 additional_candidates.yml: crab_shrimp (unchanged by #935),crab_shrimp,True,2016-17,2016-17/Code_9b: 150.0; 2016-17/Label_9b: Shrimps,Shrimp,2016-17
Small Bean,Small Bean,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99,1991-92/Code_9b: 18.0; 1991-92/Label_9b: Small beans; 1998-99/Code_9b: 18.0; 1998-99/Label_9b: Small beans,Small Bean,1991-92; 1998-99
Snail,Snail,singleton,No merge proposed at this stage.,,,True,1991-92; 2005-06; 2012-13; 2016-17,1991-92/Code_9b: 58.0; 1991-92/Label_9b: Snail; 2005-06/Code_8h: 71.0; 2005-06/Label_8h: snail; 2012-13/Code_8h: 71.0; 2012-13/Label_8h: snail; 2016-17/Code_9b: 151.0; 2016-17/Label_9b: Snails; 2016-17/Code_8h: 75.0; 2016-17/Label_8h: 75. Snail,Snail,1991-92; 2005-06; 2012-13; 2016-17
Soft Drinks,Soft Drinks,singleton,No merge proposed at this stage.,,,True,1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1991-92/Code_9b: 98.0; 1991-92/Label_9b: Soft Drinks and Minerals; 1998-99/Code_9b: 98.0; 1998-99/Label_9b: Soft Drinks and Minerals; 2005-06/Code_9b: 136.0; 2005-06/Label_9b: soft drinks and minerals; 2012-13/Code_9b: 136.0; 2012-13/Label_9b: soft drinks and minerals; 2016-17/Code_9b: 567.0, 568.0, 569.0, 570.0; 2016-17/Label_9b: Alvaro, Coca Cola /Fanta/Sprite, Other soft drinks, Pepsi/Mirinda",Soft Drinks,1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Soup,Soup,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,"1987-88/Code_12A: 356, 357; 1987-88/Label_12A: Fufu, Tou zaafi, banku or akple; 1988-89/Code_12A: 356, 357; 1988-89/Label_12A: Fufu, Tou zaafi, banku or akple; 1991-92/Code_9b: 87.0, 88.0; 1991-92/Label_9b: Fufu and Soup, Tuo and Soup; 1998-99/Code_9b: 87.0, 88.0; 1998-99/Label_9b: Fufu and Soup, Tuo and Soup; 2005-06/Code_9b: 255.0, 263.0; 2005-06/Label_9b: fufu or tuo with soup; 2012-13/Code_9b: 255.0, 263.0; 2012-13/Label_9b: fufu or tuo with soup; 2016-17/Code_9b: 910.0, 916.0; 2016-17/Label_9b: Fufu and light soup",Soup,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Soybean,Soybean,singleton,No merge proposed at this stage.,,,True,2005-06; 2012-13; 2016-17,2005-06/Code_8h: 22.0; 2005-06/Label_8h: soyabeans; 2012-13/Code_8h: 22.0; 2012-13/Label_8h: soyabeans; 2016-17/Code_8h: 22.0; 2016-17/Label_8h: 22. Soyabeans,Soybean,2005-06; 2012-13; 2016-17
Spaghetti,Macaroni/Spaghetti,draft_merge,"GLSS1/2 ask one question (""Macaroni and Spaghetti""); 2016-17 separates them. The coarse label names the group so the series is continuous across waves. Excludes instant noodles, couscous and Other Cereal.","GhanaLSS/1987-88/_/categorical_mapping.org: harmonize_food, code 305; GhanaLSS/2016-17/_/categorical_mapping.org: harmonize_food, macaroni/spaghetti rows; PR #937 selected_groups.yml: pasta (same members; label changed to the coarse member)",pasta,True,2016-17,2016-17/Code_9b: 86.0; 2016-17/Label_9b: Spaghetti,Spaghetti,2016-17
Spinach,Spinach,singleton,No merge proposed at this stage.,,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17,1987-88/Code_12A: 352; 1987-88/Label_12A: Spinach or kontomire; 1987-88/Code_12B: 352.0; 1987-88/Label_12B: Spinach or kontomire; 1988-89/Code_12A: 352; 1988-89/Label_12A: Spinach or kontomire; 1988-89/Code_12B: 352.0; 1988-89/Label_12B: Spinach or kontomire; 1991-92/Code_8h: 47.0; 1991-92/Label_8h: Spinach/other Leafy vegetables; 1998-99/Code_8h: 47.0; 1998-99/Label_8h: Spinach/other Leafy vegetables; 2005-06/Code_8h: 57.0; 2005-06/Label_8h: nkontomire; 2012-13/Code_8h: 57.0; 2012-13/Label_8h: nkontomire; 2016-17/Code_8h: 57.0; 2016-17/Label_8h: 57. Nkontomire,Spinach,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13; 2016-17
Sugar,Sugar,singleton,"Early waves also include candy, honey and sugarcane.",,,True,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13,"1987-88/Code_12A: 339; 1987-88/Label_12A: Sugar, candy, honey and sugarcane; 1987-88/Code_12B: 339.0; 1987-88/Label_12B: Home made candy, honey and sugarcane; 1988-89/Code_12A: 339; 1988-89/Label_12A: Sugar, candy, honey and sugarcane; 1988-89/Code_12B: 339.0; 1988-89/Label_12B: Home made candy, honey and sugarcane; 1991-92/Code_9b: 78.0; 1991-92/Label_9b: Sugar; 1998-99/Code_9b: 78.0; 1998-99/Label_9b: Sugar; 2005-06/Code_9b: 92.0; 2005-06/Label_9b: sugar (cube,granulated); 2012-13/Code_9b: 92.0; 2012-13/Label_9b: sugar (cube,granulated)",Sugar,1987-88; 1988-89; 1991-92; 1998-99; 2005-06; 2012-13
